0.527235,0.527957,0.528358,0.529110,0.525622,0.527119,0.528094,0.529126,0.529046,0.524610,0.527859,0.529198,0.525832,0.529223,0.527388,0.528731,0.523606,0.526405,0.522647,0.529356,0.528405,0.528159,0.524214,0.529933,0.527159,0.527677,0.528182,0.529376,0.528428,0.524029,0.526224,0.528730,0.528948,0.530378,0.529698,0.527212,0.529674,0.524331,0.525699,0.530119,0.524727,0.526440,0.523625,0.527701,0.527699,0.527414,0.527557,0.525609,0.525326,0.525292,0.527815,0.526451,0.529513,0.528484,0.527947,0.524980,0.527678,0.529227,0.521709,0.527757,0.527684,0.525726,0.528218,0.523554,0.525788,0.524824,0.528525,0.524741,0.525158,0.529891,0.528775,0.526746,0.530154,0.524474,0.527130,0.526272,0.524331,0.529706,0.525248,0.528016,0.528512,0.529054,0.525818,0.527649,0.526480,0.524226,0.525784,0.524907,0.528228,0.528719,0.526033,0.528061,0.528139,0.527622,0.529324,0.528426,0.529943,0.528682,0.526372,0.527913
0.528265,0.527192,0.529195,0.524696,0.525615,0.526766,0.525032,0.524212,0.528602,0.529074,0.527863,0.526932,0.527783,0.526581,0.527967,0.521415,0.525128,0.522546,0.528350,0.526428,0.529195,0.526569,0.527996,0.524372,0.527598,0.525998,0.527485,0.524698,0.526617,0.526701,0.526781,0.528558,0.526368,0.527524,0.522343,0.526078,0.527393,0.527427,0.528292,0.524695,0.527045,0.526196,0.524596,0.525570,0.527440,0.524820,0.524887,0.526057,0.527771,0.527688,0.526541,0.524939,0.525801,0.530032,0.519779,0.526875,0.528957,0.527273,0.522448,0.526588,0.526995,0.526756,0.529303,0.525856,0.525541,0.524520,0.527070,0.528414,0.527814,0.526334,0.526595,0.524340,0.525000,0.524555,0.529197,0.528836,0.526426,0.524340,0.526692,0.526480,0.528425,0.526006,0.528242,0.527305,0.528022,0.523972,0.524077,0.522190,0.525893,0.526649,0.526221,0.526765,0.527056,0.521832,0.526095,0.524619,0.524767,0.528278,0.523996,0.524673
0.525946,0.525045,0.525703,0.525176,0.518265,0.525461,0.524213,0.524498,0.525790,0.526855,0.525297,0.523728,0.518921,0.521644,0.526149,0.526776,0.525628,0.524066,0.523944,0.525005,0.519188,0.525861,0.525623,0.525553,0.523057,0.525377,0.526272,0.523882,0.526060,0.521937,0.526406,0.521540,0.522344,0.525710,0.524350,0.521443,0.523168,0.518958,0.524584,0.525922,0.525724,0.519817,0.521785,0.521304,0.524764,0.526560,0.522348,0.521142,0.524210,0.524544,0.523223,0.522223,0.525832,0.526418,0.525747,0.523609,0.521100,0.524841,0.523491,0.522376,0.525794,0.525151,0.523713,0.522863,0.521617,0.525934,0.526242,0.526792,0.525863,0.518893,0.525849,0.521913,0.520897,0.521616,0.527699,0.524325,0.525530,0.522060,0.523731,0.524707,0.526990,0.523179,0.525653,0.522143,0.522830,0.526506,0.524647,0.525562,0.519444,0.519492,0.524201,0.523961,0.527724,0.521509,0.520790,0.526030,0.526405,0.522926,0.525078,0.527447
0.524323,0.518841,0.522164,0.524071,0.523740,0.524323,0.524003,0.521939,0.523087,0.524076,0.524822,0.524759,0.522673,0.517687,0.522520,0.521779,0.519773,0.520101,0.520439,0.524111,0.525378,0.522648,0.522865,0.523452,0.524398,0.525428,0.524648,0.520554,0.521377,0.522748,0.522137,0.521303,0.521958,0.524564,0.524391,0.522699,0.525518,0.522981,0.521445,0.524242,0.523483,0.523003,0.525291,0.523275,0.521642,0.523813,0.521828,0.522268,0.525061,0.524063,0.522961,0.521173,0.524218,0.525805,0.521188,0.513825,0.525073,0.524851,0.523946,0.523799,0.522360,0.523190,0.521850,0.522133,0.523220,0.523915,0.521443,0.523035,0.522629,0.520877,0.527135,0.525265,0.524468,0.525046,0.523569,0.517613,0.522406,0.521624,0.526265,0.522595,0.523021,0.524363,0.518565,0.523599,0.521308,0.522704,0.519939,0.523015,0.525593,0.523279,0.516522,0.525139,0.525036,0.522631,0.524265,0.521894,0.523141,0.520551,0.523922,0.523581
0.522396,0.523741,0.521383,0.517854,0.518716,0.522952,0.522613,0.520830,0.522779,0.520935,0.517287,0.521849,0.521966,0.521555,0.519354,0.520544,0.522380,0.520857,0.518088,0.522554,0.518846,0.518456,0.520350,0.521916,0.522588,0.515774,0.519854,0.520340,0.522083,0.524786,0.522574,0.521583,0.519691,0.522068,0.521753,0.522264,0.522351,0.519439,0.524712,0.518928,0.522566,0.522298,0.519873,0.517066,0.518975,0.521434,0.521818,0.521528,0.520262,0.521483,0.522273,0.524053,0.522034,0.521052,0.520753,0.521778,0.520542,0.523632,0.516945,0.523014,0.516959,0.517722,0.519302,0.519625,0.519139,0.523740,0.522883,0.517627,0.522657,0.522638,0.521443,0.521519,0.522065,0.522500,0.518785,0.522279,0.520107,0.520830,0.521229,0.520747,0.521825,0.521684,0.521823,0.523565,0.523598,0.520165,0.517931,0.520489,0.522753,0.520056,0.520783,0.520979,0.522309,0.518588,0.519341,0.520999,0.521310,0.523193,0.520400,0.519310
0.520587,0.521280,0.520731,0.519604,0.515099,0.515970,0.522151,0.520975,0.519391,0.515279,0.517635,0.520872,0.516916,0.521267,0.520412,0.522890,0.521119,0.517700,0.521110,0.519204,0.514532,0.519016,0.521829,0.520641,0.513301,0.516926,0.520274,0.521253,0.521218,0.517664,0.518017,0.517159,0.519476,0.522434,0.521956,0.521841,0.521515,0.518817,0.520868,0.522174,0.519382,0.521258,0.516661,0.519827,0.519122,0.522181,0.521481,0.520888,0.519624,0.522270,0.520819,0.518047,0.516237,0.519080,0.520567,0.518548,0.522385,0.522223,0.517597,0.518301,0.519505,0.516697,0.518755,0.518389,0.517775,0.521358,0.519411,0.519126,0.520004,0.521476,0.521521,0.520683,0.518611,0.519380,0.521541,0.522609,0.518351,0.521332,0.519610,0.523371,0.521449,0.520749,0.521082,0.520641,0.518060,0.520546,0.521039,0.517685,0.519666,0.521948,0.523466,0.516200,0.522246,0.521353,0.522237,0.518928,0.520678,0.519126,0.517641,0.521669
0.517154,0.521109,0.518827,0.520714,0.516017,0.519525,0.518518,0.517097,0.518512,0.519270,0.518976,0.519954,0.521933,0.516455,0.518214,0.521294,0.518908,0.519928,0.519310,0.519925,0.520691,0.521721,0.515725,0.517530,0.518677,0.516356,0.519145,0.517911,0.521020,0.520328,0.519799,0.514597,0.519630,0.517165,0.518494,0.519557,0.519800,0.516395,0.518372,0.519123,0.520748,0.521609,0.521784,0.519878,0.519457,0.520473,0.521546,0.519317,0.518940,0.519049,0.516030,0.518317,0.518093,0.518379,0.517941,0.520729,0.520731,0.519624,0.518531,0.519161,0.516961,0.520851,0.518983,0.520056,0.519191,0.519446,0.517087,0.520738,0.519528,0.520802,0.517013,0.520119,0.518617,0.517399,0.519516,0.516735,0.520606,0.521314,0.515937,0.515893,0.520829,0.519265,0.518984,0.519833,0.516157,0.519498,0.516495,0.518116,0.514109,0.519994,0.516302,0.521264,0.519366,0.519389,0.519082,0.520723,0.520849,0.521779,0.519461,0.519002
0.520345,0.515565,0.518083,0.520189,0.518627,0.518705,0.516744,0.517967,0.519260,0.517487,0.517610,0.519129,0.518917,0.520233,0.519490,0.519769,0.518872,0.517514,0.512129,0.517458,0.520848,0.519056,0.519899,0.518776,0.515974,0.515815,0.519480,0.515927,0.518932,0.516688,0.519987,0.517214,0.516636,0.518916,0.515170,0.517588,0.514064,0.517903,0.520448,0.517098,0.517884,0.516366,0.518927,0.518504,0.518313,0.514160,0.518009,0.517956,0.519608,0.520355,0.519628,0.516630,0.515451,0.520853,0.513151,0.518656,0.518763,0.520064,0.518783,0.517311,0.517808,0.518623,0.519538,0.518003,0.520111,0.518939,0.517275,0.516755,0.520406,0.517191,0.518466,0.518833,0.520222,0.518651,0.519855,0.521214,0.520858,0.516873,0.519893,0.520493,0.518095,0.517398,0.515691,0.518633,0.517282,0.516743,0.516933,0.518843,0.517210,0.517939,0.519837,0.519134,0.520148,0.519711,0.520280,0.514506,0.515689,0.519089,0.520025,0.519216
0.514787,0.519250,0.516611,0.518446,0.518543,0.517871,0.516738,0.519427,0.515415,0.518745,0.513862,0.514422,0.518649,0.518014,0.517286,0.519871,0.516995,0.520026,0.519512,0.517870,0.517676,0.519816,0.518646,0.517762,0.517970,0.517362,0.516928,0.519436,0.517556,0.515595,0.517358,0.519305,0.519347,0.519772,0.517076,0.518508,0.516482,0.519679,0.519864,0.515276,0.519721,0.519313,0.519399,0.515229,0.518981,0.517570,0.519879,0.515934,0.515858,0.516705,0.517274,0.518262,0.515520,0.517609,0.516116,0.519637,0.517999,0.518580,0.518330,0.518998,0.518336,0.519473,0.513794,0.519192,0.519950,0.519866,0.519849,0.519916,0.518945,0.519322,0.517335,0.519013,0.517815,0.516753,0.519702,0.514970,0.518591,0.519421,0.517163,0.519205,0.518153,0.519960,0.517261,0.517362,0.512372,0.517879,0.514748,0.517848,0.520231,0.519382,0.519967,0.520186,0.516549,0.520149,0.516941,0.519255,0.517835,0.519900,0.519968,0.514779
0.517675,0.517642,0.520231,0.516540,0.518966,0.517678,0.515449,0.519914,0.517488,0.515474,0.514638,0.518344,0.516953,0.515832,0.518950,0.519117,0.515496,0.515989,0.515550,0.514849,0.518109,0.519165,0.518289,0.518244,0.518987,0.515145,0.519711,0.519008,0.519223,0.514578,0.516312,0.518335,0.518426,0.520244,0.518629,0.516718,0.513880,0.517949,0.517115,0.514872,0.517041,0.514988,0.519483,0.517607,0.518271,0.519123,0.517140,0.517700,0.512734,0.518102,0.520552,0.517919,0.519020,0.516815,0.519672,0.519044,0.516788,0.518380,0.519074,0.518735,0.515846,0.514372,0.518204,0.518502,0.519663,0.518905,0.514489,0.518683,0.516305,0.519230,0.520461,0.516826,0.519519,0.519353,0.518994,0.518213,0.519037,0.514453,0.520150,0.517724,0.518644,0.519977,0.520185,0.519496,0.519538,0.519080,0.519208,0.515885,0.520281,0.519323,0.519932,0.516418,0.517472,0.520382,0.516870,0.518987,0.519326,0.516997,0.516588,0.520192
